TSNE1,TSNE2,label
-0.6120046,-12.4838295,control
1.748187,-18.427015,control
-20.104786,-20.219843,control
2.9427755,-12.31371,control
-6.9395714,-24.159191,control
-5.554857,-24.046879,control
-20.874609,-21.845177,control
-5.899958,-11.193442,control
0.9598493,-14.288937,control
-0.5902256,-18.547905,control
-2.9256258,-22.321596,control
-1.0601861,-25.238623,control
-1.6282967,-13.492461,control
3.2194324,-26.43597,control
-6.0679803,-20.037321,control
-3.5220523,-21.423315,control
-0.7346165,-12.480638,control
6.452867,-21.22424,control
-7.3173695,-15.239395,control
-7.006743,-23.402536,control
-2.9874785,-22.238052,control
-1.7603863,-22.166355,control
-0.74059963,-26.002342,control
7.4819217,-12.690421,control
-4.1973596,-22.819988,control
-0.933659,-20.35975,control
-1.1294883,-18.99289,control
-1.8391957,-21.376322,control
-4.1794214,-25.111118,control
1.8609096,-17.427229,control
0.66193116,-15.674087,control
-4.7896166,-12.743132,control
-9.290109,-15.78025,control
0.9491692,-22.881523,control
-2.470506,-21.495005,control
2.4214625,-16.828478,control
-2.6702995,-18.437544,control
-4.597117,-12.569185,control
9.761334,-12.59565,control
-1.57079,-21.037193,control
-0.43752214,-7.7493114,control
-4.2006965,-23.25145,control
-4.772577,-14.72706,control
-5.650533,-11.318586,control
-4.6826997,-21.690216,control
-3.3486025,-22.57399,control
-6.1034374,-23.349297,control
-4.9269595,-22.944519,control
0.20904508,-22.145243,control
-1.7013787,-21.623611,control
-0.55811423,-13.834346,control
-2.181648,-18.006397,control
-5.410296,-22.879766,control
-7.799399,-25.392872,control
-5.602201,-6.433352,control
-0.91529185,-16.32985,control
14.558866,-12.336108,control
14.202535,-11.870437,control
14.179416,-14.959558,control
12.320953,-13.797278,control
10.067252,-12.490169,control
16.612669,-14.288954,control
16.544207,-14.07866,control
22.208838,-21.852793,control
13.474641,-12.019915,control
18.097277,-14.151587,control
-1.7021613,-17.116953,control
17.539381,-14.627926,control
16.865244,-15.0889015,control
13.434105,-12.563747,control
-0.70201916,-16.730436,control
13.638616,-11.886913,control
-1.2010494,-17.185486,control
17.751087,-15.108335,control
17.475136,-14.738671,control
20.744776,-17.109526,control
20.709412,-15.053703,control
14.361643,-13.49577,control
13.2224045,-13.298401,control
13.63327,-11.60389,control
20.57223,-15.927384,control
20.528318,-14.467176,control
20.836138,-16.262503,control
16.602827,-14.116552,control
22.615871,-18.95267,control
20.83743,-16.968819,control
25.343662,-19.706799,control
21.764633,-19.081612,control
16.699331,-14.2802105,control
16.70687,-14.228434,control
16.788939,-14.420643,control
17.053186,-14.67967,control
16.504145,-11.145175,control
21.398172,-15.992942,control
18.067501,-14.854187,control
13.273106,-12.175927,control
17.027441,-14.846527,control
18.110676,-14.817911,control
14.598039,-13.330863,control
16.45246,-14.050628,control
12.605014,-12.487894,control
11.236824,-9.516206,control
20.921455,-16.877043,control
15.866235,-10.821749,control
11.519801,-7.6264167,control
13.743912,-12.156382,control
14.089619,-12.749468,control
16.80771,-14.268464,control
-0.8873578,-15.450343,control
-1.1828388,-16.97291,control
18.095785,-14.618589,control
10.981983,-12.491347,control
14.593318,-12.440136,control
12.005253,-14.613579,control
13.21104,-12.222583,control
-2.531487,-15.878526,control
-0.8988081,-16.850477,control
-0.929778,-16.798502,control
0.8757268,-15.119985,control
-7.5907674,-6.1382923,control
1.8877296,-17.507236,control
18.527527,-17.761686,control
21.00946,-15.581297,control
13.464309,-12.416178,control
20.718014,-15.584067,control
12.731023,-8.268541,control
13.63626,-12.675005,control
15.771973,-14.120116,control
12.83221,-11.601813,control
14.316752,-13.529666,control
13.974008,-11.216076,control
15.187721,-10.828671,control
12.62667,-9.822017,control
13.450598,-12.97894,control
14.1925335,-11.261739,control
14.426721,-11.224825,control
13.405906,-11.701953,control
13.809153,-12.049397,control
-7.023242,-6.070678,control
12.973825,-11.983283,control
14.275857,-13.106325,control
20.453974,-17.068705,control
-4.2413363,-14.594785,control
-6.96233,-6.226442,control
12.079058,-7.955841,control
-7.0576468,-6.3632054,control
-1.4839442,-17.120571,control
17.215994,-15.074205,control
22.42451,-15.851658,control
17.18428,-15.215194,control
-0.6338807,-17.155396,control
11.998365,-12.014207,control
-5.6200128,-6.2205763,control
-6.5869594,-5.100297,control
-8.406701,-6.0626225,control
12.860204,-8.248302,control
14.009162,-7.1139817,control
16.298538,-14.424792,control
22.797758,-19.093334,control
-6.682587,-12.491891,control
11.0603,-9.623533,control
-5.1479726,-12.672508,control
13.2315235,-11.412059,control
16.873987,-14.29075,control
13.073635,-12.676766,control
13.848785,-12.848611,control
22.708529,-21.422417,control
-2.0913582,-20.609886,control
16.729073,-14.014308,control
14.834099,-12.734535,control
13.490526,-12.278068,control
17.671896,-15.059285,control
14.204237,-11.782553,control
17.178808,-14.5861225,control
13.562883,-10.879615,control
-2.0386288,-16.288982,control
-5.041333,-12.294115,control
-1.5702845,-17.222755,control
13.1370735,-12.263516,control
-3.7704973,-15.977703,control
-7.5276494,-5.776834,control
12.870321,-8.906499,control
-6.3400397,-6.857624,control
12.510049,-12.160395,control
13.560933,-12.273189,control
13.448155,-11.628195,control
0.35433316,-16.091951,control
13.558994,-11.944946,control
19.291182,-14.146562,control
11.228152,-8.327926,control
12.481994,-12.184896,control
13.593219,-12.138538,control
15.446497,-10.788967,control
12.468716,-11.643312,control
12.891475,-11.29246,control
15.575893,-10.6013365,control
20.83304,-15.5056,control
14.1136875,-12.142436,control
-6.387524,-5.471974,control
-0.5847058,-16.72606,control
22.546843,-8.825443,control
15.354826,-10.611266,control
-6.22308,-4.8154936,control
-5.242999,-6.016781,control
-7.6409364,-5.964395,control
11.597498,-7.6631923,control
-18.294765,1.2259146,control
12.060096,-8.581374,control
14.066742,-11.533824,control
14.2256155,-11.363523,control
12.86538,-11.771861,control
-5.0981784,-12.336066,control
11.000978,-13.146781,control
12.143828,-8.444574,control
-7.6916194,-6.534715,control
-0.6806689,-15.565895,control
13.231743,-8.160691,control
-6.5331798,-5.3453455,control
-1.1162606,-16.551947,control
11.737535,-6.945003,control
-5.4521956,-7.4051166,control
12.142666,-7.552059,control
-7.8600316,-5.7327933,control
-6.3156075,-11.834233,control
11.177512,-7.4227986,control
-1.1595659,-16.77426,control
14.538334,-10.621629,control
11.729408,-8.046183,control
-3.247717,-14.196847,control
-7.0990906,-6.4829836,control
11.920736,-7.675673,control
11.889846,-8.298044,control
-5.709152,-5.9825716,control
11.862786,-8.424583,control
12.665135,-8.495657,control
-2.2355766,-16.73037,control
12.718547,-11.284749,control
13.10118,-11.442566,control
13.607292,-12.884197,control
-4.8457484,-6.6623044,control
0.22600581,-15.510134,control
-7.9480867,-5.8929515,control
-2.5656474,-16.238472,control
-5.0280695,-14.651578,control
12.106507,-8.005227,control
13.684846,-11.578919,control
-5.4995384,-11.735445,control
-4.520489,-13.628496,control
-2.6954484,-15.435056,control
-5.2067757,-6.465299,control
-0.80871457,-16.966139,control
-1.1968176,-16.88565,control
-0.20591243,-16.011965,control
-2.7122571,-16.221485,control
11.85687,-7.7969847,control
-1.0555521,-16.555637,control
-1.5191773,-17.051281,control
16.679863,-15.103293,control
13.659839,-12.452786,control
12.84389,-11.453011,control
12.169156,-11.185003,control
-0.6068926,-15.446927,control
11.992934,-10.800995,control
12.741376,-10.967817,control
-1.6437359,-16.759937,control
16.62847,-14.334392,control
12.514489,-12.105074,control
14.747583,-13.274146,control
13.306606,-12.440498,control
17.488665,-14.650425,control
13.4063225,-12.070603,control
16.618206,-14.188081,control
16.434711,-14.0332775,control
16.638407,-14.281595,control
14.017621,-7.1836085,control
11.494812,-7.6000466,control
-5.4977074,-12.375346,control
13.94165,-12.721917,control
16.49619,-13.913339,control
15.685371,-12.788121,control
11.375231,-11.040559,control
-0.85834694,-16.950169,control
-0.56299317,-15.3664,control
13.065895,-14.066794,control
13.257177,-13.040498,control
13.777522,-12.103765,control
0.7348093,-17.294186,control
14.931386,-13.452788,control
11.942016,-11.820515,control
14.845037,-9.556353,control
-1.3664488,-16.905445,control
14.124709,-11.822925,control
-0.8011398,-17.387403,control
21.440207,-13.996658,control
12.729926,-9.713068,control
14.69496,-11.8848095,control
-0.86313516,-15.760965,control
-5.2044086,-6.5046473,control
16.658789,-14.283574,control
-0.879491,-17.184065,control
13.79285,-11.358001,control
-5.4422884,-6.942945,control
11.815409,-7.978051,control
-5.6456366,-6.707392,control
-5.4974284,-11.860586,control
-7.911779,-5.6478515,control
11.595508,-8.551085,control
-7.5267115,-5.9552703,control
10.014123,-13.134744,control
-7.7411256,-6.2718472,control
-7.352979,-13.600832,control
0.39057702,-14.360345,control
-5.099282,-6.3707123,control
-3.4069815,-0.8898062,control
3.396361,-16.10352,control
15.009689,-13.725242,control
13.162549,-11.1686,control
-5.378912,-25.293528,control
-6.04086,-25.097145,control
-4.426273,-23.876728,control
-7.0691357,-24.765177,control
-7.2392197,-24.305845,control
-7.2430744,-24.381367,control
-7.255037,-24.750381,control
-6.377,-24.542507,control
-7.0938854,-24.309147,control
-5.9835777,-25.23882,control
-6.8034067,-24.428783,control
-5.7056255,-12.555997,control
-3.883594,-23.127115,control
-5.073946,-24.840061,control
-4.5085053,-23.512445,control
-10.022466,-26.319614,control
-6.2539473,-24.680023,control
-6.9091635,-24.637518,control
-7.630022,-24.897575,control
-18.838133,-24.637424,control
-4.36193,-23.59765,control
-6.8840437,-24.077444,control
-6.731055,-24.29558,control
-5.567315,-13.037686,control
-6.021586,-24.820301,control
-3.9193423,-25.043232,control
-4.3681254,-24.123308,control
-8.247326,-25.554579,control
-6.5880814,-24.79133,control
-4.597296,-24.364273,control
-5.4890594,-23.68237,control
-4.3950906,-24.873123,control
-3.261479,-23.245352,control
-6.8024564,-24.541395,control
-4.2570634,-22.17769,control
-16.037285,-6.2950153,control
-4.5220203,-24.886267,control
-5.155156,-25.618074,control
-5.5066004,-23.983728,control
-6.0761433,-25.163475,control
-7.5055914,-24.68846,control
-4.6650305,-23.275824,control
-5.7633643,-24.624756,control
-5.0213113,-23.645584,control
-5.4092984,-24.293106,control
-6.4756775,-23.827982,control
-5.916275,-24.252436,control
-4.10363,-23.608028,control
-3.8036098,-23.097687,control
-4.146197,-23.288958,control
-3.8911102,-24.673151,control
-6.805505,-24.630604,control
2.0402763,-15.881124,control
2.1990488,-16.24123,control
0.39591262,-14.344873,control
-5.070696,-25.210064,control
-19.066652,-24.614834,control
-7.4785023,-24.89352,control
-7.632285,-23.951677,control
0.7062331,-14.359267,control
-3.906947,-23.056675,control
-5.152079,-23.72676,control
-5.7483993,-11.922107,control
-5.4737563,-12.451424,control
-17.679043,-23.185453,control
-6.709765,-24.453182,control
0.8972343,-14.815276,control
2.1296163,-16.063002,control
-6.007182,-23.917965,control
-3.9404807,-23.47127,control
-6.876496,-24.025515,control
-6.0102186,-23.577888,control
-8.095333,-24.84335,control
-3.402147,-23.387823,control
-4.00361,-22.788193,control
-18.065668,-21.569736,control
-5.9557805,-23.893377,control
-4.2379375,-23.958876,control
-3.9999478,-23.790682,control
-5.745739,-23.613974,control
-3.4782217,-23.592936,control
-5.939154,-24.606766,control
-2.5325205,-21.855597,control
1.6866848,-14.601956,control
-7.395326,-24.489412,control
-4.016687,-23.531952,control
-13.140943,-35.93251,control
-6.2941923,-24.361673,control
-4.3739514,-22.757484,control
-2.3314533,-21.728128,control
-6.8953705,-23.777435,control
-6.7259107,-24.270704,control
-3.9281147,-24.59844,control
-4.3540506,-24.53358,control
-6.8770065,-24.352806,control
-2.0030146,-22.218418,control
-5.7749457,-24.688303,control
-7.0699067,-24.41008,control
-3.0957756,-24.261644,control
0.3976743,-15.464975,control
-4.408265,-23.263773,control
-7.1075516,-24.36593,control
-4.7839384,-25.51447,control
-5.621149,-25.459671,control
-0.9914813,-20.116928,control
2.260426,-16.454184,control
-4.510283,-23.788168,control
-5.1303916,-23.64543,control
-3.9385943,-19.80667,control
-1.6593738,-28.857643,control
-3.8603046,-22.789959,control
-3.3349862,-23.248507,control
-2.769755,-23.0455,control
-5.4398417,-25.623526,control
-4.728143,-24.483816,control
-5.440251,-25.486828,control
-6.355353,-24.81327,control
-7.309004,-24.428587,control
-4.2924094,-25.207586,control
-3.4999943,-25.374054,control
3.07342,-16.689686,control
2.8680027,-17.098434,control
-4.748349,-24.489077,control
-11.458692,-25.606525,control
-6.5360003,-25.248878,control
-11.553842,-25.492626,control
1.9399947,-15.711806,control
-5.4214363,-24.965517,control
-7.483729,-24.204937,control
-5.3563476,-24.745956,control
-5.3759475,-25.493261,control
-2.430082,-22.519033,control
-5.0531235,-24.075245,control
-6.413146,-24.585724,control
-4.5291085,-22.947433,control
-5.9582467,-23.652086,control
-6.5093436,-23.633331,control
-6.1590824,-24.178053,control
-6.510655,-24.718805,control
-6.292112,-24.536522,control
-5.7914133,-24.93768,control
-4.4716635,-24.042599,control
-5.2995276,-24.213333,control
3.3556235,-22.901243,control
-7.388286,-24.553425,control
-4.371725,-23.088991,control
-6.447423,-25.40787,control
-2.5830028,-22.350372,control
-6.5749674,-24.601084,control
-5.6951776,-23.864714,control
-5.3190894,-24.614647,control
-3.9416473,-22.279276,control
-6.791753,-23.387611,control
-6.327003,-24.584435,control
-6.75796,-24.288036,control
-4.5459456,-23.651424,control
-4.2694583,-23.997585,control
-6.083487,-24.94165,control
-5.6395693,-25.529428,control
-4.936176,-22.498323,control
-6.8723154,-24.162931,control
-15.431702,-22.904694,control
0.14898045,-14.618883,control
-5.106234,-11.923461,control
-5.1086783,-21.905146,control
-6.4824877,-24.55356,control
11.816841,-26.669216,control
-5.207626,-25.27361,control
-5.9098053,-16.447077,control
-3.9504848,-23.196074,control
-7.1681085,-24.154127,control
-5.747301,-12.257763,control
-6.234399,-25.06182,control
12.372781,-25.792114,control
-2.1988914,-21.569912,control
-6.802594,-24.032904,control
-5.1004424,-25.237537,control
1.8549452,-14.072812,control
1.5092306,-14.782535,control
-4.519874,-24.057608,control
-3.5127263,-29.361546,control
-3.2248926,-24.130577,control
-6.914432,-24.347635,control
-6.6798687,-23.724798,control
-5.905099,-12.540925,control
-4.595616,-22.28694,control
3.0966554,-14.085986,control
-4.73332,-12.603467,control
-6.5004025,-24.759443,control
-5.125794,-24.770119,control
-5.9167833,-25.082464,control
-4.8177447,-22.708298,control
-3.0312808,-22.680893,control
-6.748149,-24.224722,control
-6.5737467,-24.368422,control
-7.0235434,-24.302242,control
-15.52806,-23.53483,control
0.1564248,-14.220067,control
-1.5357913,-17.184467,control
2.848092,-16.167116,control
3.2325623,-15.382584,control
-2.6567264,-21.87973,control
-7.751855,-24.725409,control
-7.175914,-24.65684,control
-6.180182,-24.22472,control
-15.351719,-22.84125,control
-4.6670604,-24.040043,control
-4.8480487,-23.789719,control
-7.5903544,-24.696478,control
-3.6382298,-22.750341,control
-6.032186,-12.569972,control
14.583561,-21.778446,control
2.8781273,-17.000053,control
-6.709414,-24.185028,control
-4.8531632,-23.95953,control
-6.6061754,-24.177547,control
-3.6336474,-23.488335,control
-6.898167,-24.496246,control
-19.212154,-23.75757,control
-7.014558,-12.661279,control
2.5274928,-15.507733,control
-1.7191483,-20.46651,control
-3.5470004,-24.368431,control
-14.318195,-30.709253,control
-5.6658115,-24.366701,control
-17.843441,-23.390594,control
-4.0623174,-23.518974,control
2.181859,-14.116722,control
-2.9577558,-23.634192,control
-7.5861254,-25.328686,control
-5.168044,-23.412298,control
2.108711,-15.459389,control
-6.8224106,-25.112875,control
-19.057007,-24.218092,control
-4.06984,-24.268417,control
1.5029054,-14.504394,control
-6.2028594,-25.076944,control
-3.9966867,-23.411396,control
-4.319835,-23.695017,control
2.9295712,-16.905622,control
-4.0654893,-23.386414,control
-5.2363076,-25.251417,control
-5.680301,-25.765324,control
-18.905556,-24.097982,control
-4.67278,-23.543976,control
-7.303535,-24.317951,control
-5.5832806,-24.992325,control
-4.332682,-24.803663,control
-5.694017,-25.212378,control
-6.947639,-24.2947,control
-4.5658035,-22.603874,control
-2.388031,-21.699821,control
-6.27679,-25.081947,control
-5.5502553,-25.517775,control
11.529531,-27.246765,control
3.217772,-17.285715,control
1.3989075,-15.3702545,control
-1.5623763,-20.376297,control
-6.860638,-24.669188,control
-6.9297915,-24.52393,control
-4.847061,-23.75233,control
-5.3439116,-25.415192,control
-4.199644,-24.432238,control
3.4820197,-13.921583,control
3.5264475,-17.068584,control
0.7047391,-14.450536,control
3.0967524,-14.496029,control
-3.542215,-24.902996,control
-16.397614,-5.804037,control
-18.952766,-25.071583,control
2.580175,-13.520046,control
10.470827,-12.6195755,control
-17.990952,-24.886118,control
-7.517466,-6.103633,control
-0.028134987,-13.018487,control
-1.7505705,-14.086547,control
-8.934836,-12.789893,control
1.7794133,-15.441463,control
1.1928134,-15.67384,control
-5.0968394,-24.696749,control
-9.842345,-7.5502195,control
-1.686405,-23.540037,control
2.0748012,-12.975396,control
-7.8190165,-27.780413,control
2.9289577,-19.014717,control
3.8231184,-13.624074,control
-5.788017,-11.484699,control
1.6364479,-15.463659,control
1.6118939,-21.712576,control
4.3493066,-12.949561,control
4.5274053,-33.18679,control
0.13597013,-25.63508,control
-0.41339195,-28.700247,control
2.8521466,-16.325544,control
3.6096845,-14.857371,control
-3.0606694,-24.686941,control
2.770118,-21.974468,control
10.096308,-16.310925,control
3.474564,-16.91363,control
0.28104907,-27.783121,control
0.54625005,-28.275036,control
-0.13181604,-29.04537,control
-7.109335,-7.331661,control
1.9048349,-13.208872,control
-16.072594,-6.179501,control
11.194483,-7.875306,control
-4.1249356,-22.738409,control
-2.317937,-22.070984,control
4.1935935,-24.536573,control
-1.7423569,-25.28594,control
2.7775977,-13.267567,control
8.860619,-8.833191,control
-9.213052,-13.867167,control
0.51546997,-15.433914,control
-19.541403,-24.365313,control
-0.8177813,-25.851429,control
-6.9135895,-26.028786,control
0.30402583,-14.567627,control
-5.05853,-21.737131,control
-19.855116,-21.002825,control
13.976461,-9.363832,control
3.9296668,-21.360775,control
4.2744365,-14.586849,control
3.0689952,-16.443502,control
0.074582756,-25.328524,control
-18.984861,-24.64117,control
-2.7034175,-23.819126,control
2.9849675,-13.011817,control
-4.406584,-22.506691,control
-19.09553,-23.4616,control
-3.32569,-23.797869,control
14.515832,-17.943691,control
4.0046105,-12.642583,control
1.7206806,-16.715673,control
-5.1861534,-12.298341,control
-4.7625484,-13.430938,control
-18.89923,-20.96992,control
-4.0379276,-23.482794,control
10.897592,-13.67017,control
3.668663,-15.70386,control
2.077255,-16.478796,control
-8.14901,-26.344296,control
-14.978739,-7.456001,control
-20.354944,-21.453714,control
-4.156457,-23.243946,control
-10.975949,-10.629523,control
-3.1717606,-26.850563,control
6.306508,-21.707397,control
1.5775007,-15.688535,control
-9.983232,-10.7274275,control
3.2290306,-15.698727,control
0.9668441,-14.805526,control
-1.2549591,-21.64664,control
-7.659954,-7.9831653,control
-15.437009,-33.17513,control
10.868042,-16.045738,control
4.485168,-23.11648,control
-8.705191,-3.5360374,control
-6.58618,-8.746034,control
-0.5038729,-20.298382,control
7.4349713,-20.046728,control
9.360085,-16.599758,control
21.506962,-13.26751,control
12.202172,-15.450465,control
5.989514,-11.454902,control
18.381872,-19.450201,control
10.904083,-12.948558,control
11.026946,-17.504276,control
-0.47912586,-25.967903,control
0.0060402523,-27.879004,control
0.9498258,-15.50055,control
-7.9269714,-25.701597,control
-3.316241,-22.148485,control
0.8368719,-13.312831,control
-0.24597731,-20.231783,control
7.9841466,-12.970613,control
-0.71319604,-27.848827,control
-3.463238,-26.732922,control
16.514406,-23.551355,control
13.000974,-17.229677,control
-2.5778656,-21.899996,control
4.4666414,-17.80467,control
8.849025,-19.328062,control
5.8135986,-22.169085,control
-3.7067475,-21.08091,control
-1.7692015,-18.236595,control
-2.4554124,-23.058804,control
0.070904,-14.240954,control
1.5132765,-17.734928,control
4.3936863,-14.694383,control
7.3781056,-19.289745,control
-6.3548856,-10.570399,control
-2.9164116,-23.363228,control
-5.0223856,-24.541367,control
12.262553,-7.0464396,control
2.439191,-15.240662,control
2.2309585,-13.572301,control
-11.542628,-26.24627,control
2.0884693,-12.688006,control
2.2455847,-16.166891,control
-18.1494,-24.281116,control
-3.3634017,-13.863522,control
6.875389,-16.00866,control
3.2953312,-12.423361,control
2.238844,-11.732055,control
3.5753036,-15.453653,control
-16.29488,-6.808463,control
4.004765,-13.49655,control
4.292475,-13.106709,control
-4.4045105,-10.990193,control
2.8531797,-15.663279,control
-15.6416855,-7.2263107,control
-7.867588,-27.839859,control
8.16505,-17.951044,control
4.7553782,-22.40404,control
-10.361915,-25.841282,control
-16.667315,-4.3480215,control
9.398299,-17.335209,control
3.0799792,-13.568622,control
2.373584,-16.510288,control
17.867182,-10.697963,control
1.3125473,-26.402601,control
2.4974241,-19.310375,control
-6.9210424,-7.882794,control
-8.812889,-11.707465,control
-3.883863,-21.69706,control
-2.5657487,-13.994472,control
2.9560032,-13.19524,control
11.424769,-9.7276745,control
-4.383449,-24.64222,control
1.0718181,-13.384984,control
3.8785365,-7.421078,control
8.58311,-9.225536,control
-2.8862472,-22.097282,control
-2.9994946,-22.672995,control
1.9261036,-17.897297,control
-8.153802,-27.774588,control
-8.734,-6.161047,control
-5.2813344,-11.409714,control
-4.38556,-22.246223,control
11.01122,-33.0129,control
-3.592038,-2.8998446,control
-0.11676083,-14.100911,control
-3.9998245,-23.511457,control
-7.9027195,-27.657757,control
-6.950663,-9.517961,control
3.257968,-12.581582,control
-2.1288621,-12.301907,control
1.6242692,-14.573856,control
-5.3680677,-3.5384912,control
-7.202217,-3.9026465,control
-18.991142,-25.471684,control
-0.25115958,-14.387027,control
0.9680262,-13.975974,control
-17.053337,-8.387518,control
-1.3931227,-22.336494,control
-5.7582636,-9.830688,control
4.6049333,-14.274471,control
4.6789336,-13.274541,control
-4.936987,-5.7529716,control
-4.073309,-23.007078,control
8.478857,-16.083616,control
-5.060243,-4.2399516,control
-7.9193316,-24.242832,control
-2.0140116,-10.219012,control
-2.6461804,-22.466442,control
-18.685352,-14.192104,control
2.3582127,-12.89038,control
7.9125085,-15.578774,control
1.6374574,-13.856376,control
-5.4401546,-23.001196,control
-2.3539777,-21.893799,control
9.452621,-16.239782,control
22.474152,-14.973269,control
14.192598,-16.988043,control
7.869315,-15.626092,control
4.316111,-12.960581,control
5.585659,-14.105209,control
1.472127,-14.359017,control
-17.625532,-10.288504,control
12.342992,-16.437384,control
-3.6228173,-25.40852,control
-1.7344807,-25.128527,control
-1.9225276,-25.063631,control
-3.347948,-21.685383,control
-1.988515,-23.924303,control
9.336549,-9.775576,control
2.272764,-13.497863,control
16.664392,-12.930085,control
7.835737,-15.25308,control
3.1306064,-14.169815,control
-2.2063024,-24.442041,control
1.9683803,-13.715063,control
-0.36464226,-14.463034,control
-4.726005,-22.169014,control
14.780769,-9.013089,control
11.993826,-6.973147,control
-1.9219846,-21.576487,control
3.3334494,-14.178555,control
-8.1907215,-8.269287,control
3.463347,-12.98501,control
-17.22367,-24.400227,control
-27.405437,-7.104265,control
8.613081,-15.135223,control
2.500261,-12.638804,control
14.485753,-9.186491,control
4.9684,-13.398599,control
-4.2817173,-7.7474885,control
-1.1669432,-17.573769,control
2.3126082,-15.838056,control
0.85132146,-13.875017,control
-18.640373,-23.907942,control
15.469293,-9.433136,control
-17.062479,-19.392063,control
1.5496278,-16.480522,control
-0.819292,-22.105658,control
9.626516,-24.623772,control
2.1120563,-14.856116,control
-2.4515471,-29.758194,control
10.984304,-17.002266,control
-4.7722263,-21.112272,control
-9.420063,-4.507519,control
-3.871364,-21.918005,control
-2.8577905,-20.500696,control
8.475361,-12.422889,control
11.8303175,-10.085828,control
13.412212,-12.770029,control
-1.0801893,-14.092527,control
16.16013,-9.45,control
-5.834825,-17.978836,control
-1.7190465,-17.506924,control
0.53163326,-14.27637,control
-10.684105,-15.979911,control
5.8324084,-10.530837,control
-4.3573055,-6.03758,control
-2.2386954,-20.441936,control
-6.7716413,-22.696436,control
-3.8010433,-22.67216,control
16.785534,-15.078781,control
-3.9672022,-8.117674,control
9.462254,-14.24162,control
2.0820115,-14.347665,control
-6.5389247,-6.5293555,control
-6.4091587,-14.154578,control
14.268182,-15.336665,control
-6.4167295,-13.850909,control
-7.4030566,-17.144953,control
13.010715,-11.122442,control
-4.98278,-22.582891,control
5.5205984,-18.417303,control
15.40156,-12.936109,control
-2.2272918,-11.9491,control
0.45436302,-18.434126,control
-4.8062506,-17.705362,control
-12.528708,-23.483696,control
14.74997,-11.8231125,control
1.6131029,-11.309001,control
10.296806,-9.512599,control
-0.095881425,-13.917811,control
13.615447,-9.976062,control
-1.5727265,-18.35829,control
-2.1253288,-21.324306,control
9.933043,-21.64051,control
6.0756903,-13.381848,control
2.2020395,-17.87464,control
1.3940417,-16.174025,control
10.25105,-12.475486,control
-2.5725238,-9.624856,control
13.835217,-11.031819,control
10.587168,-12.08705,control
-3.1928144,-9.242009,control
-4.45515,-8.896184,control
-14.12559,-22.607399,control
-1.906247,-8.766804,control
0.7479347,-21.29301,control
-6.4441447,-20.67541,control
6.750211,-26.655737,control
2.7039666,-26.602491,control
7.7599416,-9.752165,control
22.107243,-14.083678,control
17.303106,-9.52051,control
-19.005386,-14.74084,control
14.005413,-10.387927,control
-1.8319796,-17.455065,control
-3.5900478,-9.85899,control
2.0540416,-18.385702,control
8.833078,-9.199682,control
-3.943025,-17.162874,control
-4.8390956,-16.683834,control
10.447577,-13.695369,control
13.615516,-12.942354,control
14.06171,-12.094297,control
15.473358,-15.867976,control
-8.712097,-20.841026,control
-7.1017833,-11.997106,control
2.0638094,-11.942092,control
-1.3811352,-15.097632,control
-1.0539432,-28.231619,control
0.5205393,-18.629868,control
10.20376,-16.489885,control
9.347386,-15.152489,control
-1.5579369,-15.805162,control
-0.8964783,-19.24218,control
17.120935,-16.246336,control
13.354528,-14.386383,control
-0.9572383,-20.703093,control
1.5160753,-15.956055,control
-4.517684,-6.959499,control
-3.0423105,-17.712288,control
-9.547756,-21.800196,control
2.6979077,-14.933535,control
3.3578105,-17.124784,control
10.7865305,-9.059228,control
-1.3513204,-14.374575,control
12.328542,-11.647744,control
3.035228,-17.55008,control
-0.61520475,-18.395275,control
-0.45845968,-20.343159,control
-13.707172,-19.485273,control
0.53573954,-16.31484,control
-1.7076161,-9.120581,control
-5.6441135,-14.935548,control
-5.9455495,-12.245803,control
-6.7316985,-21.987404,control
-7.825841,-10.002944,control
-10.813456,-13.112186,control
-3.9833899,-12.755607,control
-6.2040567,-19.40084,control
-8.078555,-11.710329,control
-9.549627,-21.37948,control
-5.4507413,-19.69465,control
-4.3309526,-18.597643,control
-19.332272,-16.958498,control
-5.9524794,-13.467939,control
-10.730656,-9.566042,control
-6.290953,-7.3623457,control
-7.790867,-14.900913,control
-2.0531833,-7.6396976,control
-19.021074,-13.2330675,control
-8.180826,-14.766668,control
-19.302866,-13.961444,control
-7.354244,-12.814257,control
-11.304444,-8.065213,control
-8.065662,-13.562792,control
-4.495479,-10.957927,control
-7.20039,-10.995824,control
-2.377241,-21.594633,control
13.43541,-8.458875,control
11.211992,-12.763845,control
-18.883223,-11.491509,control
7.770982,-12.427687,control
0.2573117,-15.208212,control
-2.7824922,-13.067535,control
-11.460855,-25.28137,control
-3.6662521,-14.271628,control
-18.259537,-17.050463,control
-2.122146,-13.713904,control
10.582158,-8.787022,control
-2.692409,-22.648571,control
-9.539592,-21.517664,control
-6.2816105,-13.696946,control
-9.008766,-12.689603,control
-13.368679,-21.172253,control
-0.08432576,-14.393356,control
-4.3429327,-17.389385,control
-3.9938507,-8.001416,control
4.4638047,-19.772076,control
-3.3168838,-14.301118,control
-5.751528,-17.470474,control
-5.0514956,-20.442944,control
-2.3057153,-9.382159,control
-2.5165937,-15.765317,control
1.6221317,-14.655665,control
-7.3368855,-17.617554,control
