PC1,PC2,label
-3.0461686623029527,-0.2120331490376138,control
-3.0231896319005647,0.525306753649986,control
-2.84578865604046,0.20687058440433992,control
-2.8055175000256822,0.21515262095793802,control
-2.956163607058973,0.4668973037915567,control
-3.017713271890914,0.6130239765173441,control
-3.2297684259047066,-0.6682014904552266,control
-2.669867311354375,-0.2202476443615592,control
-2.771071097947236,-0.03199834326716249,control
-2.97685124756582,0.1335141699058786,control
-3.1450192379442674,-0.08210208710802389,control
-2.695090962404694,-0.013567727542540492,control
-2.8291418355493403,-0.15058038887411365,control
-3.2162212204701994,0.13483361839370084,control
-3.2396453201684743,-0.4096964560752275,control
-2.6553223643560604,-0.2810646722204761,control
-2.6885597760848414,-0.11628109046175356,control
-3.0496278245817745,-0.05510998811397005,control
-2.741204335128417,-0.27424947726528,control
-2.949333542182479,0.206488312460012,control
-2.879892689572571,-0.13617243236630056,control
-3.0104729106853725,0.07723632209883112,control
-2.8771700788751686,-0.12023375659266766,control
-2.9139513416668055,-0.2012331048005192,control
-3.0375193376263665,0.15685617522893044,control
-3.055229723140518,0.4313087242217108,control
-2.972288014100525,-0.1548697048626563,control
-3.1053013718629097,-0.38941700295525816,control
-3.71019020810162,-1.3702990506180819,control
-2.8207088927318384,-0.14506498528456577,control
-2.640030292432727,-0.004199892084286687,control
-2.7984006452602617,0.6057065354844166,control
-2.9516448744170667,0.3975177232424099,control
2.829066341046632,-0.07710257263426523,control
2.7373838381826237,-0.017591189830432636,control
2.663593995388354,0.05493536782777481,control
2.7858368616297557,-0.017694215549661545,control
2.6022678870171188,-0.07398858461835996,control
2.6672975019469742,0.00947496187562852,control
2.701341539446772,0.030080577321546426,control
2.6699626833593584,0.06589383050488873,control
2.74838325111357,-0.03508166019121793,control
2.7132715579658844,-0.050271669136556126,control
2.7090321402220265,0.055732120543919426,control
2.7011557353037756,0.0005245296758240765,control
2.689050723409474,0.04220098374440129,control
2.7423742944932155,0.023952691907930743,control
2.822834290136136,-0.015156148140067615,control
2.6280322410163994,-0.03210095369739894,control
2.601012726767159,0.02792743915927677,control
2.7090062278080262,-0.05915389565150354,control
2.7016413380228523,0.04008434396628071,control
2.713193015275386,0.02176705533415204,control
2.736194063984326,0.04389067110752902,control
2.743195712843158,-0.02788725712338608,control
2.815481852384987,-0.11826997183008282,control
2.6644312914239916,-0.06957435410260711,control
2.6675324018133293,-0.13636059345940793,control
2.7756868183569567,-0.13690726001933834,control
2.647797644246027,0.003665681332512753,control
2.64270174220762,-0.04879605809941662,control
2.7015201661842076,-0.06659875578268255,control
2.705445951077738,-0.022783333313303136,control
2.6087613309586004,-0.02210708130573013,control
2.663461769187424,-0.1529870552613481,control
2.7064397739366486,-0.06341873947393391,control
2.7805395296188635,-0.027330465153782537,control
2.7694652289027353,-0.07412286746440153,control
2.7648124695696614,-0.10106032792666221,control
2.5458434614120793,-0.09812855460920862,control
2.6993300532162214,-0.04429327124694056,control
2.7153243438542356,0.032263332055048284,control
2.5309991298849024,-0.0535366336068871,control
2.639908968467251,-0.02077095182578821,control
2.6716702558169976,-0.05125316863998574,control
2.5792851514584467,-0.1200069039315709,control
2.607878994721417,0.006484305389126772,control
2.5800061947824453,0.059104442061350786,control
2.625906056769817,-0.10259724475435286,control
2.705355249418117,-0.05047939264959206,control
2.6387164537676258,0.001146278849664852,control
2.614443871619527,-0.06806434122396934,control
2.695708592528279,-0.05766783729009796,control
2.6735917659656736,0.0053921269458041725,control
2.833573616086702,-0.039429267090887433,control
2.8408377386594443,-0.12669524352918007,control
2.6909973607695736,0.045997145797379076,control
2.6771674526096603,-0.0529087468461933,control
2.7999855707574492,-0.04054505630697932,control
2.755157398750086,-0.07711155238577745,control
2.729954589226669,-0.11002643985654235,control
2.602885979046865,-0.06192510800757686,control
2.7584359108686924,-0.09704168142836772,control
2.8523574970624157,-0.08784505035163483,control
2.5040295606986,-0.056452446537698805,control
2.6573757579244504,-0.08261614409948906,control
2.8616152014407255,-0.18006672451940084,control
2.693248176047658,-0.034810640755447896,control
2.79128220657426,-0.016683703464109575,control
2.636762935166375,-0.0011929259233517022,control
2.871653406665045,-0.11815270352904143,control
2.6048961796511536,-0.0965754739378958,control
2.5719283000786284,-0.00502562757260163,control
2.6556152548763525,0.019575842533983166,control
2.633644892004402,-0.1414783505225651,control
2.6255758291465128,-0.04035802599466989,control
2.819728544691204,-0.10485257343005452,control
2.6200515239625135,-0.06819784275103015,control
2.782803139053576,-0.10897509855896084,control
2.646883547555831,-0.02417107400703263,control
2.5763437933305573,-0.09291326926068784,control
2.792619894727859,-0.06905291676779113,control
2.795845304494309,-0.04069872249984424,control
2.7654848177025837,-0.00640324423619009,control
2.6552148960260054,-0.09520672665453862,control
2.537551145596098,-0.09404770154721713,control
2.72272573753452,-0.013398242932542838,control
2.6816122362436023,-0.0019574195251479817,control
2.611865066407204,-0.03467090286235184,control
2.791152263329206,-0.13625214016174914,control
2.6643315609646234,-0.04330253946349992,control
2.6772909290123263,-0.03491632654886661,control
2.7298286997924333,-0.02954134164934908,control
2.5957790082593246,-0.0027016074772764896,control
2.8469835320929837,-0.04938804845827248,control
2.7499116552789986,0.022170952079333634,control
2.6525392050501457,-0.14086605282204942,control
2.5986792767865055,-0.022991994905231527,control
2.7761306356353983,-0.09026566852182193,control
2.556090397935694,0.05192445835139749,control
2.726021940740805,-0.06950491659655773,control
2.629898369662468,0.0012025542879060458,control
2.668261574488662,0.07988771218433599,control
2.650286542658095,-0.011988911627789584,control
2.6108954801077693,-0.033616478094374604,control
2.561706885896959,-0.10261464455726045,control
2.5396531910948403,-0.07064631992639987,control
2.692607421351356,-0.2085213827996,control
2.549353132691041,-0.11563983259466203,control
2.65513681155548,-0.06609256452047961,control
2.5388655883014057,-0.0674038466119983,control
2.7991173646667695,-0.07888000821542519,control
2.637035716112109,-0.0035171688928497535,control
2.6410909749033102,-0.008681842771171287,control
2.694195338910411,-0.005879614951860361,control
2.634984991398936,-0.09791417736239397,control
2.4587116756851723,-0.0834001394451158,control
2.633093322771853,-0.19330289597985148,control
2.7143535268483148,-0.10724597375653992,control
2.671602367760555,-0.020038649083018563,control
2.723940144445361,0.045360838410574464,control
2.8001765984820075,-0.14454713400661529,control
2.596812310312126,-0.018137232270086165,control
2.680137728230923,-0.028017146738510062,control
2.730988809585018,-0.12225876526653057,control
2.6577424862144423,-0.09825754192014025,control
2.6070299762784104,-0.0627112751214887,control
2.6310751052955017,-0.045242056994263966,control
2.5928449659479944,-0.06560217505797983,control
2.684168517092048,-0.07008003229611466,control
2.521897273465295,-0.0028816941480406598,control
2.5982949142462717,-0.09872740377812338,control
2.5861904692696824,-0.06356330204787551,control
2.7375898394831246,-0.05038909138281076,control
2.649148353437805,-0.0065213062287549535,control
2.7479033450611956,-0.08038370832239992,control
2.705328331816055,-0.022503703945119247,control
2.628043776761133,-0.21556640940535932,control
2.6370213516118226,-0.022082176202377544,control
2.670736873933642,0.016307473126645215,control
2.616490119998238,-0.023770775174824486,control
2.661295150063894,-0.11615274133392885,control
2.718951079922006,0.09634843469687882,control
2.652236614862044,-0.015113616709228153,control
2.7602259019158577,0.026942421963113243,control
2.5145789154476463,-0.10062432980447893,control
2.585397323804068,0.06390873422436491,control
2.6956974478942093,-0.11721119887688354,control
2.636813657194941,-0.010374198246596389,control
2.6378994649555625,-0.015622484843285477,control
2.741831962325173,-0.14320515395011238,control
2.8001187860162124,-0.05944425570161979,control
2.6386728379262196,-0.05815172913132382,control
2.748268195392979,0.05073052138059265,control
2.5538024212386508,0.035208890409944356,control
2.7079156958204202,0.027949998188749,control
2.676919863505259,-0.21991220539033715,control
2.618233036818308,-0.007235445980859335,control
2.7502432111971062,0.011427439933544623,control
2.638303311475483,-0.0650962635997769,control
2.7148338496371003,-0.23698617638608077,control
2.5858131547400123,-0.11643627591071617,control
2.700305683329176,-0.19839362970036667,control
2.8247659482806298,-0.12107076329061477,control
2.804674492364025,-0.061330418518396455,control
2.6388484102788556,-0.022579215170185386,control
2.677216747829742,-0.038713244611159436,control
2.6794573119203773,-0.018143012935624387,control
2.6788582460627945,-0.049747966693504606,control
2.6117856974637026,-0.001990324649141663,control
2.682980010441047,-0.030798241571353156,control
2.741367938705872,-0.08288742979216057,control
2.618391917862884,-0.03751962311684009,control
2.6981741026853605,0.023808974833977137,control
2.8328753334405143,0.02156718370332797,control
2.7124239069730143,-0.1230440014184278,control
2.784504901479242,-0.07923590515141143,control
2.6505559110050405,-0.06028351731969058,control
2.516381711918296,-0.07020517881756988,control
2.685312769755831,-0.03300282927360189,control
2.599059781745225,-0.04176641007043919,control
2.605329689491334,-0.08837272698769336,control
2.6896900937735206,-0.06475221719512476,control
2.4761163101024177,-0.15093339478261425,control
2.5721034918710264,-0.05299971357842937,control
2.7342551831246613,0.002481860671323527,control
2.8083910263898497,0.1768479010385913,control
2.6807351599458755,-0.03476634994643972,control
2.694274098637535,-0.10449919876592774,control
2.525116832149906,0.005542097794674485,control
2.5728765710187878,-0.03289866816905124,control
2.6198324206675823,-0.0859911363786744,control
2.693716203785839,-0.02545966182964165,control
2.698341775097027,-0.0577268192311754,control
2.669248456968754,-0.09291949410002431,control
2.7519359114675876,-0.02585389019024838,control
2.6631092490100134,-0.14127902707503723,control
2.7007258858069894,-0.02922094385307736,control
2.6107189939284647,-0.028809459427188374,control
2.647980623372218,-0.01520899590161905,control
2.5872959202904586,-0.12320293847578351,control
2.5913738137633713,-0.024783872476850988,control
2.7377753562184837,-0.11002504377556431,control
2.5712377429534357,-0.07611478832476917,control
2.7292154352534035,-0.24308085658895834,control
2.7381011449524992,-0.08387575007960277,control
2.7434951960566183,0.08488063246531678,control
2.766631355849093,-0.07110214031818368,control
2.5508921352595624,-0.09220885698150817,control
2.7710418390450644,0.01954096159195777,control
2.5136079222597414,0.04873736943781434,control
2.6023841180044274,0.009693179167195035,control
2.815160019228869,-0.09309146932270251,control
2.6900551087787927,-0.05086092252793827,control
2.6620673668414687,-0.11631549501700694,control
2.6554165713531717,-0.0005635714090547402,control
2.6563415156391135,-0.061970547870357745,control
2.6396383366506417,0.03305668702265241,control
2.6346761924277127,0.07373742445701459,control
2.6061104721781607,-0.0023622528455306277,control
2.7540133961326525,-0.08568637891850096,control
2.6688534052615056,-0.09208346488272288,control
2.597079683603321,-0.0036621682381101257,control
2.7375877878763513,-0.046462016881794445,control
2.7522527722349546,-0.06463119495913977,control
2.677264795701463,-0.03305154628535729,control
2.630577338736707,-0.09883691629894008,control
2.8070825758428004,-0.2508765782732306,control
2.595328091941978,-0.08289125917668935,control
2.691698876222457,-0.027099408189614496,control
2.649320158483977,-0.012602407521678868,control
2.7327305294063406,-0.10542659915893508,control
2.666002994360889,-0.05316739166341829,control
2.6203145687759433,0.037121673468611734,control
2.641478237157969,0.010057070475636923,control
2.827419241555891,-0.14199814191194024,control
2.6755141592431104,0.11997097863906528,control
2.663028965132614,-0.022752648100121696,control
2.786320430618902,-0.07818949656585575,control
2.559692454915786,-0.04567578338738518,control
2.6264375198427348,-0.042848265469953434,control
2.652022461910332,-0.06742540116087764,control
2.682246761117136,-0.10885503781900094,control
2.703455543207139,0.05783167448877367,control
2.6507612685912223,-0.06837239707200565,control
2.846872850705182,-0.047495343347052875,control
2.6362288299083683,-0.06309164228768192,control
2.6475861078247385,-0.012036837165714798,control
2.7218269026478583,-0.125704664684631,control
2.7481298705993877,-0.04193811792137809,control
2.8169796641157987,-0.050830238921698204,control
2.697342431510015,-0.012014760492430835,control
2.541009284415937,-0.08252137991825484,control
2.6819279837540972,-0.04272470404159941,control
2.6613652048333454,-0.03345628994348341,control
2.638911851293337,-0.03304389789438702,control
2.686100772436168,-0.029884838137605518,control
2.819684174282841,-0.047847140864156014,control
2.6489801203775394,-0.08343146701474546,control
2.6444710420890627,-0.05324807967996944,control
2.6950993307121935,-0.044720760410327916,control
2.53360488029926,-0.09207493697008161,control
2.6687263254809146,0.00016679260187246988,control
2.699273673587579,0.0011872515654355953,control
2.582298380925514,-0.007333429722275195,control
2.6232289462583522,-0.042539091865575085,control
2.6968682452690134,0.0745331878490628,control
2.6316455751982883,-0.015047609134215129,control
2.631263210997367,-0.07504401127543782,control
2.610808563471469,0.039297648153140026,control
2.6106865429071493,-0.11364371906623122,control
2.664988150865021,0.054127453257516334,control
2.8192288002129806,-0.03147465619675089,control
2.6342973403306256,0.0030234466680953338,control
2.7043710232236076,0.022954122641932,control
2.6315508422550145,-0.026203818625977184,control
2.7553177867482392,0.001264850156766875,control
2.529798117548177,-0.18379142666653175,control
2.587256560801099,-0.1465452512823976,control
2.6136506535977846,-0.02996862019773538,control
2.614542771250345,-0.08100411948299845,control
2.536303024611377,-0.09604883383558037,control
2.8159281864393395,-0.20832852196144006,control
2.640996454099899,-0.07119187821276383,control
2.530026172375755,0.013598490088280917,control
2.77798477896358,-0.007601108753684657,control
2.551734091223831,-0.09490288062874072,control
2.5805808337379057,-0.11399393234594378,control
2.563776770485953,-0.10495136480399778,control
2.550911800972655,-0.10985418980957302,control
2.527289249122528,-0.03806341131288446,control
2.6545466979106673,-0.14161442218966652,control
2.800279869957172,-0.05472371327518023,control
2.6670782205240657,-0.04567071025344262,control
2.5633569835824574,-0.06411556925005496,control
2.916934835239375,-0.05838005387038973,control
2.5591200036569766,-0.14598787114390466,control
2.751186688824639,-0.08053656437388464,control
2.539220418808844,-0.10271778513702957,control
2.7021513819619742,-0.11187330417351878,control
2.5504977480596467,-0.048201953182960104,control
2.5615458525221193,0.006232769781594726,control
2.60759674553325,-0.20227042992695876,control
2.7309173888998575,-0.029796023259514692,control
2.6389199002788826,-0.247716547800858,control
2.76908468861079,-0.023192997537330215,control
2.616242602345761,-0.025293656251846618,control
2.5517263015579847,-0.02610153365268458,control
2.85216146115251,0.05786186359342261,control
2.7893371681284482,-0.09313629899436565,control
2.669044008156707,-0.024887773753175656,control
2.647558391726577,-0.17234860979106473,control
2.595939065971473,-0.011085830332938905,control
2.6815388217510665,-0.02404647806821626,control
2.6511133389820265,-0.03796827179915491,control
2.764794774917415,-0.010272850754762907,control
2.7572852184653462,0.01411087966204355,control
2.696872876538676,-0.17345896976990538,control
2.8030014973222745,-0.01909436323549383,control
2.683925413430834,-0.1245953483194846,control
2.5002258508916633,0.10131249763296285,control
2.5392987958746067,-0.13582829114898953,control
2.7419597668110938,-0.17241371530977506,control
2.7046462531377653,-0.0696039164844785,control
2.600729915294265,-0.15187045191282847,control
2.674202276923505,-0.11157985620699018,control
2.6437983991096945,-0.0959440826181841,control
2.4730075424506754,-0.07837776524042787,control
2.4834970536110297,-0.016430645963875293,control
2.5106648171753414,-0.07145918858443215,control
2.7522848129400406,-0.11506562577338036,control
2.5418276571185454,-0.06008598837113177,control
2.6306494966583167,0.1121511077558154,control
2.776087958077456,-0.19409718660274206,control
2.682140080244689,0.034800976045450835,control
2.723503830938164,-0.17342448085108883,control
2.573335707539967,0.034356426137076304,control
2.5479696839611012,0.007274777867305549,control
2.6921966244850326,-0.045223788236004286,control
2.7796707608208364,-0.1645441650431349,control
2.552929520800463,-0.11616519830274914,control
2.6025960954908087,-0.059730629317263494,control
2.62747115055537,-0.0010524270622748466,control
2.6895654337852317,-0.029443569696776348,control
2.717028702719199,-0.13552361594895043,control
2.5311204921398662,-0.11239943123538651,control
2.619740707360524,-0.0614068109074902,control
2.6483104922434646,-0.0539595456405274,control
2.597881522857303,-0.0023340762702834133,control
2.6753585227642995,-0.06626325424022556,control
2.73045703632453,-0.07629829853769134,control
2.699685157670068,-0.08537454095744186,control
2.83304915279849,-0.04130755926636133,control
2.5618037620097116,-0.09395987520731801,control
2.582136374325989,-0.09902292005687068,control
2.679204021862598,-0.09683527220210797,control
2.7089410446952638,-0.04817318762015442,control
2.5609477182658127,-0.02995737389238488,control
2.6571976413324148,-0.12108289845164624,control
2.6305172970378248,-0.16566598201194208,control
2.6062927385473724,-0.09268163933261447,control
2.5727024359762636,-0.04629886726475344,control
2.682881291688856,0.0045098175937463465,control
2.655996150474133,-0.11448641334796146,control
2.6463558288547766,0.014452036564681936,control
2.664229609544072,-0.04728868830739987,control
2.7142415765006254,-0.14773889193127374,control
2.7311097359142558,-0.14388284988849928,control
2.755073613186816,-0.12838638755982124,control
2.441212506197683,-0.15437287556576557,control
2.5950265818935248,-0.10132029223563793,control
2.738377504953881,-0.1259217173787371,control
2.769444243903176,-0.013988636153426715,control
2.6567018132575373,0.01315613162821926,control
2.639919330723868,-0.06440436506875896,control
2.537889255353269,-0.1561480809171663,control
2.6537585759541935,0.15451803637993777,control
2.6563880982860946,-0.05891336658439484,control
2.7636239051467,-0.13120402888202354,control
2.6651516025089186,-0.07163712273574283,control
2.480349610839748,-0.20295796074091102,control
2.6459896907250267,-0.07775070809060179,control
2.6451175189523104,0.05423839802800635,control
2.623191190816154,0.0285364106591547,control
2.522326902325898,-0.11440919968749612,control
2.601201169441555,-0.12341906835865345,control
2.5307552872179264,-0.013681927578599868,control
2.7961686592100548,-0.028519140527117952,control
2.798989176135531,-0.026238807755971455,control
2.491025891604252,0.05102180444871158,control
2.6858012701142973,-0.10681997973904846,control
2.8133027316724726,-0.02764997688190278,control
2.587140907722307,0.06577156410954381,control
2.6312480615775153,-0.09986377667669802,control
2.5818639328645987,0.06496924167374034,control
3.0648874108246384,-0.1794274831034724,control
2.622576541410989,-0.13977062359285536,control
2.68759877102447,-0.12588386204219637,control
2.8264832715327337,-0.11605954240873274,control
2.5184623385790066,-0.08722259135234063,control
2.5533157895425345,-0.1621532958214403,control
2.5640692956830176,-0.055878487313401885,control
2.507770051922626,-0.11228330895298094,control
2.6904775788582507,-0.06214607194127699,control
2.676610161906424,-0.07159169984385501,control
2.7505775803744412,-0.07278272901150185,control
2.597134359885377,-0.02456748296602609,control
2.545316537901681,-0.13790218716354344,control
2.7005560630664625,-0.07093103481522817,control
2.6028483114469476,-0.04426197255878742,control
2.7781973250876506,-0.03330322556722113,control
2.552009718044814,-0.011216416332135657,control
2.6071138103688516,-0.11558398587290254,control
2.7342129306137015,-0.06982968774429782,control
2.6590217334789177,-0.12060494169867063,control
2.4776554032813802,-0.01906984622396592,control
2.874729711475157,-0.15038246946049016,control
2.6086928158080354,-0.1207707567493334,control
2.680691871034722,0.0515537610704568,control
2.5827971214874297,-0.07271200569586994,control
2.55053778508026,0.05787439135442241,control
2.578101814877355,-0.08065596057690276,control
2.596120552504589,-0.055039273518376064,control
2.6732682569756534,0.03841801736332907,control
2.808316793217791,-0.049226614991267396,control
2.6848589844194057,-0.009272488414533715,control
2.7351921373094594,-0.23409331438253017,control
2.6393931660617245,-0.1276345174404466,control
2.618541366892797,-0.1576671289452497,control
2.6671448451581057,0.04496298518970524,control
2.3886459981482635,-0.08006031877242786,control
2.6034866253226583,-0.008403120550321016,control
2.5585168314938986,-0.12284029560567815,control
2.5164096285312687,-0.06826511053219446,control
2.698186506707816,-0.14032109919984745,control
2.7659692951231625,0.0036123425182494097,control
2.74259165688382,-0.14356840910084936,control
2.6465874802852003,-0.06486651405131928,control
2.7464555697547723,-0.06903030044599325,control
2.620184912758393,0.0229600841488876,control
2.7490401798670376,-0.16757687908535038,control
2.5937607669720535,-0.024671411371354684,control
2.655159961317949,-0.09434274253463834,control
2.5674868621215263,-0.3215253002246066,control
2.791649853282597,-0.034759001148516454,control
2.686643515347052,-0.05878633558644857,control
2.560344867908953,-0.06437891327592181,control
2.5196769433234643,-0.1418359437914007,control
2.7448684450219107,-0.11651251716235093,control
2.431971234117096,-0.024195935043588745,control
2.6763110366066782,-0.16158134207492583,control
2.6221554158229208,-0.1112011944661808,control
2.513085918189664,0.0062368742527646,control
2.526029109326725,0.007954248304537382,control
2.8086774485029853,-0.17810192331467994,control
2.5090408761370395,-0.16267461228652366,control
2.8165142947239907,-0.08190566864825186,control
2.978442861793571,0.08347242730224969,control
2.718478824566972,-0.07180339950009243,control
2.6807182289576565,-0.15923125549448192,control
2.553112710447852,-0.010306843681114697,control
2.4989550695516933,-0.10148874514578084,control
2.5570223091529276,-0.027118976873005685,control
2.7016857995528176,-0.056353568927118625,control
2.6739396443533994,-0.016306799873064354,control
3.122141539337483,0.06119665584851191,control
3.7855405441881227,0.05218764815423943,control
2.6145921447968616,0.0027457594884588874,control
2.563679445236856,-0.019285724197812146,control
2.6177139278098696,0.062328809139910825,control
2.6587697233084864,-0.0070722014248913775,control
2.6371207862778436,-0.09450806875231442,control
2.650999552423522,-0.043307117768565336,control
2.5880871748064127,-0.05483432914895976,control
2.573310059981731,-0.10174187183050967,control
2.862450673381623,-0.23160555317410353,control
4.382081865743899,0.40969526916665777,control
3.0100369169652326,0.01061177083672249,control
2.6817638646600153,-0.09995368212464625,control
2.617766851101382,-0.053456722172552845,control
2.905000208495498,-0.08467538637464117,control
2.6758210319721996,-0.06803583499386247,control
2.7998694332572676,-0.11046585124407353,control
2.630086301316095,-0.018319280657358855,control
2.9033629453056338,-0.15447745629600998,control
3.220794577684642,0.004274813623139157,control
2.5128850969963423,-0.14864056911012208,control
2.705968625150305,-0.13950623087415154,control
2.7748821736933484,-0.1709965872801733,control
2.6298179808601088,-0.16955993004615677,control
2.606053059014547,-0.11600550704069275,control
2.5875545093134327,-0.08848348052019411,control
2.47950643140389,-0.2124206042271265,control
2.5818624942905544,-0.037350457756558354,control
2.5264003749354402,-0.07310859578414913,control
2.485385216692933,0.07974305281882152,control
2.5767677925363053,-0.048344854787031655,control
2.422021259194143,-0.07007468315807985,control
2.544627383604643,-0.12052395742614658,control
2.7048081122775076,-0.01924839942751171,control
2.847561197054614,-0.012617686664161005,control
2.636684428998491,-0.0575183948434327,control
2.5924217371560805,-0.09524852811721184,control
2.547176546110405,-0.047812033427711044,control
2.5941584031539446,-0.018118607208664466,control
2.5916591804658573,-0.0602112743572795,control
2.6164272584787147,-0.05386688901279858,control
2.6429318030538513,-0.05626560295396271,control
2.548026076009061,-0.008444294812841832,control
2.4603853288735436,-0.027789677403204125,control
2.54129703374512,-0.1264835740115672,control
2.51698394545778,0.07593682914709217,control
2.383774444267994,-0.17483629156719782,control
2.9348846255970003,-0.036979813842196514,control
2.576505426651901,-0.04432224906706452,control
2.6808927454359788,-0.08188365276449443,control
2.5508577643159294,-0.062242966919812175,control
2.6208616018977104,-0.12669857459072245,control
2.9442646482227617,-0.19317076087793436,control
2.5203136996077564,-0.021568844014880278,control
2.567652421234546,0.003797787150797612,control
2.70041569207576,-0.014477866933404106,control
2.656733157288644,0.07010967787846362,control
2.533947530369048,-0.2273821575291718,control
2.750127048807702,-0.0005840430446754418,control
2.5712726713856813,-0.048363629167953004,control
2.6730925071662064,-0.23227556010332193,control
2.6073708778332465,-0.04323796693498936,control
2.6881661129835304,-0.026878041511817698,control
2.7291392979006934,0.010963740285043449,control
2.6660595863846193,0.10671972020328345,control
2.725987781268296,0.0387661046039807,control
2.598675051735061,-0.007431996823118514,control
2.7376296057727227,-0.06248365498860744,control
2.770937071139968,0.0676968769532444,control
2.706340216970027,0.006799199172336582,control
2.832360205543955,0.05957607569515686,control
2.620894661445314,-0.047599949625434894,control
2.775798548703455,-0.025703114602531534,control
2.8454502222548252,0.010823246076017576,control
2.721284346366613,-0.0020333039704989323,control
2.6269056984638186,-0.0216039280684446,control
2.8637484983875927,0.06872872401229033,control
2.76158407734255,0.013002499498476709,control
2.7542921578639983,-0.06567462046741383,control
2.707737085559651,-0.006490643819849615,control
2.6597960782342116,-0.05736997532209733,control
2.710704673045644,-0.042256882032618515,control
2.7506773433575447,0.00018636320524737727,control
2.783742614862918,0.027340232549572546,control
2.639633836855879,-0.044295057809629834,control
2.679556558389047,0.006276958746458648,control
2.768674615035494,0.09153088488028673,control
2.654977656657514,0.010463848112041742,control
2.635281154266166,0.00023764978913699765,control
2.8363023217797525,-0.10420794032698659,control
2.684811849777239,-0.04097314611684576,control
2.62252564226387,0.009552966520226054,control
2.7077714057780007,-0.011362101815520123,control
2.6925605155328682,0.02713637509641701,control
2.7822218746560714,0.02986337272333616,control
2.693565909075086,0.013561868528219594,control
2.6055163221199216,-0.027916352262891832,control
2.692593472621424,-0.013606429396845239,control
2.706857871301098,0.08674803632283334,control
2.694499588643837,0.03050286589721576,control
2.6656136701698734,0.0031157338860202765,control
2.636217760339812,0.013098637598225746,control
2.739039471840441,0.05926555864680315,control
2.7622794030375717,0.06470722063056027,control
2.7719678802574323,0.04552171983400616,control
2.7027178875572373,0.02323696586853163,control
2.7135019960304114,0.04801310243512956,control
2.8658943060255093,-0.007129897505720397,control
2.712646793584702,0.0060841081776450995,control
2.699823799226676,0.013902739181624485,control
2.703305849050578,0.05563160712606436,control
2.707594506961776,0.013474345987965044,control
2.5781435005476827,-0.05532616514100038,control
2.676487473025745,0.013711261837851235,control
2.660158646719698,0.026424048091626937,control
2.7829882491472717,-0.023799975886572254,control
2.677689567217436,-0.031192970913975483,control
2.7968214746997972,-0.04364354618948095,control
2.767325227468947,-0.0251543067256694,control
2.710616180077317,-0.05252336037125858,control
2.701676252355804,-0.04745883178021992,control
2.571522602918095,-0.0168517693735708,control
2.6439862360728728,-0.05025499812518083,control
2.679082266677146,-0.01984809261353501,control
2.7892853611536386,-0.04561670511278468,control
2.6687841165762216,0.06428234666264386,control
2.7272995510514937,0.008247950981233803,control
2.779033493280841,-0.1516840546805644,control
2.8201555076193623,-0.07016123097984198,control
2.6457425030602733,-0.017610575675636446,control
2.6648563572582287,-0.03335193053658521,control
2.752444121689367,0.0894106937652478,control
2.6671266549297785,-0.0032289545263900943,control
2.738504996110802,-0.015902664169910912,control
2.7346605260539123,-0.039782369907475294,control
2.694689214070552,-0.029190926839871206,control
2.6700495356118816,-0.07608612964932943,control
2.7683369593186073,-0.055247303088586094,control
2.6227239865028222,-0.01742096495029598,control
2.8662022970937593,0.06298584219896017,control
2.8241505342184605,0.028400844312586698,control
2.7340863918375793,0.024901954990329104,control
2.8709456498990518,0.06704557294062291,control
2.7298402541413744,-0.045333798685829645,control
2.7191473723978197,-0.009808004116732763,control
2.602809325382279,0.01201613389935276,control
2.6347645682924283,0.04711215937541587,control
2.5574708600743596,-0.025444453332237313,control
2.7930976013590745,0.11188990001446504,control
2.7828034813305282,0.04317882158611343,control
2.820449829988822,-0.019756444175107794,control
2.7635424053184847,-0.019081323927663568,control
2.686843225576915,-0.05050353256180316,control
2.660312003612821,0.023800002356082105,control
2.661264139376279,-0.032206896050840345,control
2.740285788032281,0.04919753992785758,control
2.6586698253726824,-0.03704810751010427,control
2.8537726133757118,0.10165049995076438,control
2.7620885475767225,0.018382791853717936,control
2.697389594191842,-0.020999600077380796,control
2.742941068609223,0.005242765207955556,control
2.9607738131776937,0.025499944646487693,control
2.722251020333515,0.0559157615337902,control
2.688318832526761,0.029029088142790264,control
2.699139544579843,-0.012639250288765093,control
2.68186215410306,-0.016422596159603817,control
2.716219406333476,-0.00907731370499318,control
2.6379110999655486,0.011889255719737138,control
2.684021864254594,0.010139065860981627,control
2.7884840467180245,0.013255346386959277,control
2.7488804106686557,0.0623330321576932,control
2.747751099415207,-0.002708990054279157,control
2.750764707921959,-0.014270171199691218,control
2.8051480788370773,0.0033984246019944497,control
2.8737571830774176,0.025351632274161234,control
2.74945629737519,0.02730767557193783,control
2.7724738014867567,0.03754543692730067,control
2.8017015679530717,0.046342556230146006,control
2.824679955950938,-0.14706961487980078,control
2.826451042790563,-0.039812089701138136,control
2.7049276493658354,0.025992813230149413,control
2.7534431101081216,0.030966979901369478,control
2.804695605325485,0.040894495985800895,control
2.7486453822845984,0.025632254467610385,control
2.900333726419174,0.026902606325274584,control
2.9012645592334523,-0.013263683979184784,control
2.8465238478053623,-0.02095694447263553,control
2.8251386458744228,-0.090476361583501,control
2.918211462621177,-0.029102071704653166,control
2.733763722636829,-0.08209273525327661,control
